Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long
ERR844182	0	409	0	0	10170	0	0	NSS	2106.936929	2036.690476	8.073178151	0.984787525	0.944013358	1272	PRJEB9043	ERP010098	0	71.246	-156.417
ERR844188	0	360	0	0	10172	0	0	NSS	1408.050387	1456.952532	7.497285145	0.980659304	0.963087248	961	PRJEB9043	ERP010098	0	71.215	-156.513
ERR844191	0	529	0	0	10184	0	0	NSS	4594.474681	4460.131507	9.581998431	0.996180494	0.878781945	2281	PRJEB9043	ERP010098	0	71.248	-156.587
ERR844199	0	443	0	0	10129	0	0	NSS	2802.654181	2809.530418	8.545497913	0.98799579	0.923885288	1583	PRJEB9043	ERP010098	0	71.246	-156.389
SRR027979	0	290	0	0	8631	0	0	SW	1586.990759	1666.39801	9.764941179	0.998386264	0.96729478	1388	PRJNA109365	SRP001265	15	-36.69	-73.07
SRR027980	2	340	0.00588	53	9315	0.00569	5	SW	1597.224317	1723.002809	9.385847548	0.996560601	0.962809478	1328	PRJNA109365	SRP001265	27	-36.64	-73.04
SRR027981	0	298	0	0	8925	0	0	SW	1541.932558	1668.914557	9.717798451	0.998201633	0.968992248	1357	PRJNA109365	SRP001265	35	-36.6	-73
SRR027985	0	395	0	0	9244	0	0	SW	1592.819554	1636.1	9.180308678	0.997466072	0.960527693	1141	PRJNA109367	SRP001266	1025	-42.782	-176.7142
SRR1557179	0	282	0	0	10016	0	0	MS	6503.70149	5932.598695	10.07394953	0.993183891	0.821519483	3201	PRJNA258444	SRP045594	37.7	32	124
SRR1557181	2	322	0.00621	16	9973	0.0016	2	MS	7327.966632	6879.838866	10.78427904	0.997763537	0.79194499	3745	PRJNA258444	SRP045594	55.2	32	125
SRR1559234	0	288	0	0	9954	0	0	MS	7549.748721	7088.58299	10.84160366	0.99772749	0.787102473	3830	PRJNA258444	SRP045594	70	31	126
SRR1559238	0	265	0	0	9943	0	0	MS	7582.659594	6937.892328	10.8758697	0.998222083	0.788714426	3797	PRJNA258444	SRP045594	70.6	29	123
SRR1559243	1	250	0.004	26	9973	0.00261	2	MS	8127.864074	7460.56639	10.79859047	0.997501945	0.777788679	3861	PRJNA258444	SRP045594	81	27	122
SRR1559246	1	253	0.00395	7	9877	0.00071	0	MS	7254.244853	6897.414986	10.69218394	0.997145702	0.793950108	3688	PRJNA258444	SRP045594	32.9	33	123
SRR1559247	0	320	0	0	9967	0	0	MS	7625.989962	7287.604499	10.93467694	0.998591373	0.786079434	3810	PRJNA258444	SRP045594	50	33	124
SRR1559254	0	269	0	0	9954	0	0	MS	7659.08756	7367.954741	10.8774176	0.998204008	0.783651493	3829	PRJNA258444	SRP045594	72	35	123
SRR1559255	0	309	0	0	9913	0	0	MS	7310.691055	6892.467391	10.47441442	0.994808666	0.794065805	3638	PRJNA258444	SRP045594	33.8	36	121
SRR1559257	0	240	0	0	9961	0	0	MS	7308.041296	6824.493119	10.61375425	0.997650984	0.798845514	3571	PRJNA258444	SRP045594	70	36	123
SRR1559260	1	268	0.00373	4	10095	4e-04	0	MS	6949.678169	6560.486413	10.50776108	0.998082382	0.814742399	3288	PRJNA258444	SRP045594	73.5	37	124
SRR1559261	0	258	0	0	9999	0	0	MS	7774.548669	7271.506964	10.9223464	0.99836882	0.783823529	3845	PRJNA258444	SRP045594	59	38	123
SRR1824331	0	256	0	0	10074	0	0	SW	1415.325117	1380.919014	6.674978982	0.954239566	0.963069023	819	PRJNA275905	SRP055767	NA	44.667088	-125.099995
SRR1824333	5	559	0.00894	38	9990	0.0038	2	SW	3176.227135	3133.53605	9.054558872	0.992166352	0.913039147	1840	PRJNA275905	SRP055767	NA	44.568412	-125.152786
SRR1824334	1	361	0.00277	22	10041	0.00219	2	SW	1990.30844	1944.009524	8.053253967	0.989940182	0.945691748	1181	PRJNA275905	SRP055767	NA	44.568484	-125.152635
SRR1824338	2	441	0.00454	14	9967	0.0014	2	SW	3015.176332	2892.442373	8.797294404	0.993217773	0.917468913	1675	PRJNA275905	SRP055767	NA	44.568412	-125.152786
SRR1824339	1	301	0.00332	118	10021	0.01178	9	SW	1918.36319	1924.278125	7.549884862	0.980611165	0.94911859	1048	PRJNA275905	SRP055767	NA	44.568484	-125.152635
SRR1824341	1	451	0.00222	43	9993	0.0043	2	SW	3025.475371	2902.478261	8.470468752	0.981633063	0.916583516	1717	PRJNA275905	SRP055767	NA	44.670075	-125.098661
SRR1824343	3	433	0.00693	329	9947	0.03308	15	SW	2918.463482	2814.80605	8.650906382	0.992790624	0.919947639	1597	PRJNA275905	SRP055767	NA	44.669535	-125.103946
SRR1824345	2	241	0.0083	134	10028	0.01336	9	SW	1943.15228	1859.440476	6.746074195	0.960076647	0.948538945	989	PRJNA275905	SRP055767	NA	44.667636	-125.100737
SRR1824346	1	373	0.00268	140	10040	0.01394	9	SW	3007.888033	2852.051383	7.960339624	0.981054204	0.920051644	1514	PRJNA275905	SRP055767	NA	44.670075	-125.098661
SRR1824347	2	421	0.00475	26	9970	0.00261	2	SW	3032.937009	2848.478261	8.427593191	0.988988037	0.916307939	1654	PRJNA275905	SRP055767	NA	44.570302	-125.152786
SRR1824348	1	212	0.00472	117	10068	0.01162	9	SW	1519.125049	1491.333333	6.009061291	0.930709434	0.960127275	788	PRJNA275905	SRP055767	NA	44.669535	-125.103946
SRR1824349	1	339	0.00295	84	10004	0.0084	5	SW	2960.697703	2925.050201	7.602771432	0.975525416	0.919002494	1472	PRJNA275905	SRP055767	NA	44.568187	-125.152899
SRR1824354	2	364	0.00549	16	10008	0.0016	2	SW	2395.966466	2379.038071	7.847774549	0.984970888	0.936501637	1273	PRJNA275905	SRP055767	NA	8.923242333	-84.30374667
SRR1824358	1	323	0.0031	28	10052	0.00279	2	SW	2295.037065	2309.4225	7.62772057	0.981190771	0.937995246	1257	PRJNA275905	SRP055767	NA	44.667079	-125.100033
SRR1824361	1	299	0.00334	9	10085	0.00089	0	SW	2189.134485	2101.664103	7.757709855	0.985678362	0.942568571	1161	PRJNA275905	SRP055767	NA	9.031787	-84.621334
SRR1824363	0	228	0	0	10008	0	0	SW	2069.94111	2025.512121	6.640643584	0.95336217	0.944832402	1023	PRJNA275905	SRP055767	NA	44.669544	-125.098057
SRR1824371	1	290	0.00345	31	9951	0.00312	2	SW	2116.885079	2097.502404	7.420516801	0.975887758	0.942569921	1180	PRJNA275905	SRP055767	NA	44.667106	-125.09997
SRR1824372	1	236	0.00424	14	9952	0.00141	2	SW	1816.306708	1754.649682	6.92943257	0.974252312	0.951703407	940	PRJNA275905	SRP055767	NA	44.667106	-125.09997
SRR1824419	3	224	0.01339	34	10025	0.00339	2	SW	1049.994934	1105.353535	6.851345487	0.974759064	0.972884386	662	PRJNA275905	SRP055767	NA	44.667088	-125.099995
SRR1824422	4	193	0.02073	39	9912	0.00393	2	SW	1209.648593	1180.720721	6.546624254	0.976389877	0.968172691	658	PRJNA275905	SRP055767	NA	44.568511	-125.152648
SRR1824423	1	197	0.00508	18	9785	0.00184	2	SW	733.9114841	993.6914894	6.076995815	0.961439095	0.980516169	477	PRJNA275905	SRP055767	NA	44.567773	-125.153277
SRR1824426	2	190	0.01053	14	9939	0.00141	2	SW	1137.919627	1242.494382	5.522561823	0.929103788	0.969636035	605	PRJNA275905	SRP055767	NA	44.668833	-125.108678
SRR1824431	3	153	0.01961	52	10086	0.00516	5	SW	1096.733505	1116.117647	6.098250616	0.966107345	0.973918198	522	PRJNA275905	SRP055767	NA	44.670075	-125.098674
SRR1824432	4	158	0.02532	37	10077	0.00367	2	SW	1110.731937	1045.034483	6.073531835	0.957400104	0.972636816	553	PRJNA275905	SRP055767	NA	44.667636	-125.100737
SRR1824433	1	157	0.00637	16	9876	0.00162	2	SW	1186.049699	1299.020548	6.363113384	0.974087139	0.969981807	579	PRJNA275905	SRP055767	NA	44.669562	-125.103934
SRR1824434	4	228	0.01754	83	10045	0.00826	5	SW	1386.247475	1379.086207	6.957805496	0.980834409	0.964537598	745	PRJNA275905	SRP055767	NA	44.570284	-125.152849
SRR1824435	2	154	0.01299	26	9874	0.00263	2	SW	918.1534835	1220.340426	5.836109978	0.9497528	0.976488396	478	PRJNA275905	SRP055767	NA	44.568043	-125.153013
SRR1824436	3	170	0.01765	86	9865	0.00872	5	SW	1014.06649	1152.028571	5.853580339	0.95414457	0.973705502	528	PRJNA275905	SRP055767	NA	44.568151	-125.153038
SRR1824437	3	254	0.01181	34	9842	0.00345	2	SW	1375.315615	1629.172414	7.050356368	0.97927607	0.964100478	739	PRJNA275905	SRP055767	NA	44.670075	-125.098674
SRR1824443	2	253	0.00791	28	10024	0.00279	2	SW	1487.361087	1617.705882	7.103878623	0.980524746	0.961615756	792	PRJNA275905	SRP055767	NA	44.669562	-125.103934
SRR1952960	1	213	0.00469	9	9958	9e-04	0	SW	1658.922876	1618.521552	7.484786525	0.987947292	0.958575727	834	PRJNA279379	SRP056891	9.52	29.13	-92
SRR1952967	2	208	0.00962	18	9891	0.00182	2	SW	1251.791112	1324.887097	6.964440779	0.979110521	0.966768603	711	PRJNA279379	SRP056891	34.9	28.66	-92.38
SRR1952968	2	212	0.00943	9	9950	9e-04	0	SW	1871.17757	1831.705224	7.237846854	0.981469658	0.952152152	916	PRJNA279379	SRP056891	12.53	29.41	-92.75
SRR2006026	0	260	0	0	10202	0	0	SW	1495.814809	1524.610656	6.801768484	0.962571612	0.957894737	846	PRJNA282701	SRP057950	NA	24.544444	118.048056
SRR2006031	0	276	0	0	10235	0	0	SW	726.7511574	727.7850467	5.936417715	0.955738646	0.979997778	549	PRJNA282701	SRP057950	NA	24.534167	118.0675
SRR2006041	0	167	0	0	10226	0	0	SW	987.9768597	962.2402597	6.184894419	0.967097481	0.975224346	538	PRJNA282701	SRP057950	NA	24.631944	118.177778
SRR2051573	1	84	0.0119	46	10149	0.00453	2	SW	300.3374232	294.4807692	5.649536389	0.94267183	0.994496855	226	PRJNA285917	SRP059139	0	79.611	-2.383
SRR2051574	1	94	0.01064	24	10133	0.00237	2	SW	292.7822668	297.1730769	5.704807489	0.946414361	0.995165746	244	PRJNA285917	SRP059139	0	79.611	-2.383
SRR2051576	0	75	0	0	10159	0	0	SW	225.5536073	248	5.485778924	0.960081762	0.995873047	181	PRJNA285917	SRP059139	0	79.611	-2.383
SRR2051577	1	89	0.01124	19	10163	0.00187	2	SW	224.6089543	265.7272727	5.816641554	0.967047857	0.996162173	188	PRJNA285917	SRP059139	0	79.611	-2.383
SRR2061236	0	171	0	0	10240	0	0	SW	467.28069	497.5125	6.032744051	0.953675552	0.99043249	373	PRJNA284404	SRP059419	0	30.25345	-88.04355
SRR2061279	0	168	0	0	10237	0	0	SW	536.7406781	594.7837838	6.380767932	0.971151201	0.987889442	385	PRJNA284404	SRP059419	0	30.437383	-88.0113
SRR2061294	0	162	0	0	10226	0	0	SW	453.7095848	457.1702128	5.877125059	0.961188381	0.990426883	354	PRJNA284404	SRP059419	0	30.25345	-88.04355
SRR2061298	0	153	0	0	10218	0	0	SW	543.5029569	577.2234043	6.025109573	0.945645581	0.9878598	407	PRJNA284404	SRP059419	0	30.25345	-88.04355
SRR2061301	0	183	0	0	10206	0	0	SW	611.6183566	612.3656716	6.147297686	0.958857431	0.986502347	459	PRJNA284404	SRP059419	0	30.090167	-88.211567
SRR2098493	2	76	0.02632	105	10035	0.01046	9	SW	826.7386826	834.5706522	6.23717186	0.945846566	0.980328831	614	PRJNA288901	SRP060785	55	17.72818333	40.35998333
SRR2098495	0	61	0	0	10128	0	0	SW	1031.730478	1025.93913	6.982575267	0.972292315	0.974990231	740	PRJNA288901	SRP060785	20	16.83063333	41.40046667
SRR2098500	0	72	0	0	10144	0	0	SW	916.4103631	912.2247191	6.119545571	0.946181052	0.976791809	594	PRJNA288901	SRP060785	5	16.82501667	41.1407
SRR2098513	0	58	0	0	9882	0	0	SW	774.0440314	765.1136364	6.45679608	0.963341781	0.98142899	558	PRJNA288901	SRP060785	93	27.13983333	34.902
SRR2098515	0	52	0	0	10162	0	0	SW	728.9091626	778.4545455	6.372498674	0.966944068	0.982384028	531	PRJNA288901	SRP060785	100	27.27116667	35.11416667
SRR2098535	0	45	0	0	9794	0	0	SW	1221.583424	1252.421053	6.925274528	0.972327078	0.968405512	785	PRJNA288901	SRP060785	63	27.92066667	35.26916667
SRR2130143	1	499	0.002	10	10046	0.001	2	MS	3042.841247	3037.822535	9.598976025	0.996512947	0.917382813	2023	PRJNA290699	SRP061637	NA	44.929	12.558
SRR2130144	1	323	0.0031	16	10013	0.0016	2	MS	3448.448069	3327.422222	9.232653405	0.993910775	0.905621706	2024	PRJNA290699	SRP061637	NA	44.919	12.573
SRR2130153	1	517	0.00193	11	10078	0.00109	2	MS	3089.624591	3061.012931	9.194660558	0.988741466	0.915446202	1979	PRJNA290699	SRP061637	NA	44.78	12.437
SRR2549664	0	194	0	0	10104	0	0	SW	953.7866595	950.9770642	6.4732607	0.971542925	0.97555205	619	PRJNA294680	SRP064413	800	27.23	-90.34
SRR2549666	0	92	0	0	10109	0	0	SW	573.711342	586.2232143	5.754392579	0.950422529	0.985960055	358	PRJNA294680	SRP064413	2	27.22	-90.34
SRR2549674	0	171	0	0	9833	0	0	SW	750.1357271	828.5737705	6.298947434	0.945804175	0.981282316	504	PRJNA294680	SRP064413	56.2	29.04	-87.29
SRR2549703	0	271	0	0	9853	0	0	SW	1062.672446	1173.272222	7.127061009	0.981634029	0.971807967	712	PRJNA294680	SRP064413	1650	28.94	-87.58
SRR2821180	0	111	0	0	10148	0	0	SW	1654.16322	1831.266467	7.911213914	0.988507155	0.941977734	968	PRJNA299758	SRP065252	4	-7.62	102.47
SRR2821181	0	100	0	0	10203	0	0	SW	1366.767351	1601.20339	7.17571445	0.967013893	0.95910696	817	PRJNA299758	SRP065252	4	-5.27	106.31
SRR2821184	0	105	0	0	10168	0	0	SW	1630.074403	1878.836364	8.455455252	0.994098742	0.949682577	1037	PRJNA299758	SRP065252	4	1.19	106.61
SRR2821185	1	114	0.00877	8	10145	0.00079	0	SW	1429.946287	1779.313433	7.648939028	0.981510288	0.950665821	907	PRJNA299758	SRP065252	4	4.99	109.48
SRR2821187	0	99	0	0	10151	0	0	SW	1548.981954	1728.481013	8.065148662	0.991881396	0.953326486	948	PRJNA299758	SRP065252	4	13.6	114.25
SRR2827635	0	336	0	0	10089	0	0	MS	4146.733814	3918.09434	9.326738557	0.993410236	0.890009794	2164	PRJNA300222	SRP065308	NA	-70.48438	-95.19565
SRR2827642	3	344	0.00872	16	10141	0.00158	2	MS	3434.791866	3374.602639	9.047585409	0.992228585	0.905078775	1957	PRJNA300222	SRP065308	NA	-71.45047	-102.15937
SRR3068449	0	184	0	0	10244	0	0	SW	439.5215857	432.245614	5.648051439	0.952543771	0.990441822	348	PRJNA282701	SRP057950	NA	24.633611	118.180833
SRR3098327	3	392	0.00765	24	10132	0.00237	2	SW	1553.302662	1515.85443	6.760981095	0.934855087	0.959321042	1149	PRJNA308497	SRP068349	1	34.7181	-76.6707
SRR3098343	3	407	0.00737	15	10177	0.00147	2	SW	1168.253997	1141.166667	7.805258212	0.987578038	0.973173349	912	PRJNA308497	SRP068349	1	34.7181	-76.6707
SRR3741936	0	113	0	0	9621	0	0	MS	3033.367425	2979.276358	9.642601418	0.997194937	0.920050886	1912	PRJNA327707	SRP077849	0.5	26.33191667	127.9070278
SRR3741946	0	60	0	0	9011	0	0	MS	3061.614105	3021.284884	9.595759248	0.996724474	0.916912488	1976	PRJNA327707	SRP077849	0.5	26.33130556	127.9143056
SRR3742027	0	74	0	0	8467	0	0	MS	3025.443599	3120.057143	9.798091208	0.997351136	0.917903066	2008	PRJNA327707	SRP077849	0.5	26.33894444	127.94525
SRR3742054	0	116	0	0	9523	0	0	MS	3202.578058	3244.47293	9.709427306	0.99756761	0.913700108	1977	PRJNA327707	SRP077849	0.5	26.33213889	127.9145833
SRR3742072	0	50	0	0	8334	0	0	MS	2979.931649	3030.158879	9.815346948	0.99775002	0.919885409	1983	PRJNA327707	SRP077849	0.5	26.33283333	127.9311667
SRR3742077	0	99	0	0	9129	0	0	MS	3799.011903	3856.285714	10.09497061	0.997886073	0.896379158	2338	PRJNA327707	SRP077849	0.5	26.33283333	127.9311667
SRR3835568	1	141	0.00709	11	10217	0.00108	2	SW	1098.312643	1253.533981	8.023825322	0.992770664	0.96632027	748	PRJNA328397	SRP078273	NA	28.43	126.51
SRR3879438	1	156	0.00641	10	10132	0.00099	0	SW	1718.097595	1821.480978	7.929781932	0.984781048	0.945579848	1042	PRJNA328397	SRP078273	NA	28.44	122.35
SRR4384494	0	97	0	0	9394	0	0	SW	961.3669459	987.1304348	8.194240974	0.994219241	0.979399822	747	PRJNA344476	SRP091049	6	-64.77	64.05
SRR4384516	0	100	0	0	9447	0	0	SW	819.008922	836.025641	7.801105392	0.992935458	0.9819908	618	PRJNA344476	SRP091049	6	-64.77	64.05
SRR4436298	0	162	0	0	10049	0	0	MS	2966.09069	2804.530026	9.441245295	0.996183298	0.920437885	1925	PRJNA349750	SRP091885	NA	-26	14.73
SRR4779870	0	109	0	0	9935	0	0	SW	484.665915	498	7.686641423	0.993190135	0.992878744	423	PRJNA344476	SRP091049	10	-64.08	-64.78
SRR4779886	0	103	0	0	9603	0	0	SW	727.1271271	743.1623377	7.515187237	0.99079643	0.984293194	574	PRJNA344476	SRP091049	6	-64.77	-64.05
SRR4779890	0	112	0	0	9815	0	0	SW	565.8471569	644.1607143	7.852947123	0.993822708	0.990234375	458	PRJNA344476	SRP091049	10	-64.08	-64.78
SRR4780031	0	95	0	0	9037	0	0	SW	952.6326393	987.6235955	8.449648547	0.995400047	0.980679679	769	PRJNA344476	SRP091049	10	-64.08	-64.78
SRR4780098	0	99	0	0	9595	0	0	SW	667.5271741	706.220339	7.78115934	0.993064365	0.987170631	560	PRJNA344476	SRP091049	10	-64.08	-64.78
SRR4780199	0	84	0	0	9936	0	0	SW	741.5329959	779.2246377	7.632330759	0.990036302	0.985200431	610	PRJNA344476	SRP091049	6	-64.77	-64.05
SRR4780211	0	100	0	0	9064	0	0	SW	1059.436863	1070.114679	8.624724453	0.996147877	0.977012679	837	PRJNA344476	SRP091049	6	-64.77	-64.05
SRR5046909	2	155	0.0129	22	10134	0.00217	2	SW	2417.257286	2414.843458	8.341558159	0.98945149	0.935537351	1394	PRJNA354655	SRP093799	NA	29.78	122.1
SRR5046916	0	130	0	0	10137	0	0	SW	1649.703232	1484.297619	7.456017788	0.985473612	0.958065145	934	PRJNA354655	SRP093799	NA	30.27	122.11
SRR5150126	0	113	0	0	9843	0	0	SW	2883.204368	2758.399083	9.060884032	0.993975272	0.922088117	1789	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150129	0	108	0	0	9718	0	0	SW	2631.806365	2606.6	8.456932147	0.991048834	0.929053064	1523	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150131	0	114	0	0	9983	0	0	SW	2337.099515	2316.236181	8.20944093	0.990539506	0.938587913	1317	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150137	1	106	0.00943	65	9806	0.00663	5	SW	3157.980444	2986.545307	8.597334595	0.988372838	0.914419695	1741	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150140	0	99	0	0	9852	0	0	SW	2206.061747	2104.743346	7.362186179	0.947457605	0.93977906	1380	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150143	0	156	0	0	9908	0	0	SW	2616.286491	2486.885522	8.877412202	0.99351187	0.929838315	1616	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150144	0	111	0	0	10035	0	0	SW	1975.842433	1903.114754	7.655251748	0.982955979	0.947805689	1124	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150145	0	123	0	0	9845	0	0	SW	2249.26404	2245.775556	8.721559836	0.993800058	0.940423437	1424	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150147	0	139	0	0	9895	0	0	SW	1970.024576	2006.373711	8.587496423	0.992762262	0.948758068	1294	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150148	0	131	0	0	9899	0	0	SW	2736.051352	2755.656863	8.608763581	0.99206992	0.92934038	1477	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150153	0	116	0	0	9976	0	0	SW	2047.582397	2083.101604	8.574721657	0.993139059	0.946817871	1284	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150157	0	102	0	0	9712	0	0	SW	2791.85522	2696.175241	9.249449809	0.995441345	0.925751326	1767	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150158	0	120	0	0	9928	0	0	SW	2539.303163	2430.886282	8.812121556	0.994014399	0.932166944	1558	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150159	0	112	0	0	9844	0	0	SW	2362.526088	2307.445378	8.755141632	0.993291043	0.938098028	1463	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150166	0	115	0	0	9933	0	0	SW	2015.06706	2045.666667	8.31955406	0.990541369	0.946946751	1274	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150171	1	109	0.00917	69	9876	0.00699	5	SW	2552.681842	2432.029412	8.012977347	0.987677235	0.93283801	1356	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150175	0	101	0	0	9670	0	0	SW	2638.965169	2633.043165	9.196995521	0.994602907	0.929652191	1711	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150176	0	122	0	0	9926	0	0	SW	2629.190158	2552.35316	7.437324987	0.931847112	0.92746114	1529	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150179	0	131	0	0	9943	0	0	SW	2529.849297	2404.033333	8.628218584	0.992488561	0.933939216	1451	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150180	0	119	0	0	9875	0	0	SW	2248.946585	2183.568966	8.901464002	0.994742509	0.941176471	1486	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150181	0	82	0	0	9529	0	0	SW	2844.087567	2853.268852	9.447642017	0.995638718	0.923793645	1860	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150184	1	130	0.00769	49	9836	0.00498	2	SW	2710.666012	2719.434363	8.724398525	0.990889349	0.925588759	1613	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150185	0	94	0	0	9973	0	0	SW	2202.985028	2173.687225	7.312209038	0.960679862	0.938879125	1303	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150193	0	134	0	0	9924	0	0	SW	1970.163973	1940.333333	8.783088405	0.994428487	0.949369563	1375	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150196	0	87	0	0	9742	0	0	SW	2889.268883	2885.756289	9.448841847	0.995635869	0.92177673	1886	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150207	0	148	0	0	9995	0	0	SW	2580.729846	2535.480989	8.783598627	0.993082042	0.930649427	1563	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150208	0	115	0	0	9818	0	0	SW	2992.767577	2971.326255	8.695239716	0.992863353	0.9192018	1649	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150210	0	116	0	0	9937	0	0	SW	1954.707118	1948.059406	8.117126789	0.98693054	0.948326483	1256	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150214	1	131	0.00763	58	9996	0.0058	5	SW	1835.932803	1812.222527	8.211045023	0.989572124	0.952636719	1166	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150217	0	118	0	0	10095	0	0	SW	1698.441894	1687.348148	7.422833977	0.984238913	0.956343393	943	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150219	1	132	0.00758	52	9554	0.00544	5	SW	2825.447519	2965.008163	9.162042245	0.995390803	0.92382908	1714	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150222	0	113	0	0	9834	0	0	SW	2704.972287	2584.328996	8.285782304	0.986646065	0.926783969	1534	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150229	0	107	0	0	10015	0	0	SW	1672.266014	1694.493151	7.409183838	0.979442568	0.956083725	999	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150231	1	84	0.0119	34	10146	0.00335	2	SW	1217.794606	1189.666667	6.167135894	0.957974619	0.97012594	622	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150232	0	85	0	0	9689	0	0	SW	2756.001641	2725.927184	9.429493581	0.99554928	0.926826876	1822	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150236	0	117	0	0	10141	0	0	SW	1231.754664	1169.281513	6.377245438	0.950035864	0.968277208	718	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150237	0	102	0	0	9668	0	0	SW	3241.182396	3184.955752	9.234565005	0.99520525	0.91037182	1939	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150238	1	151	0.00662	33	9829	0.00336	2	SW	2228.07841	2308.911364	9.034009003	0.995707861	0.941510172	1485	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150240	0	129	0	0	9915	0	0	SW	3043.531556	2960.615016	9.059728156	0.994046725	0.91741683	1819	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150242	1	112	0.00893	22	10173	0.00216	2	SW	873.462378	855	6.569554699	0.974738495	0.97906681	529	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150246	0	113	0	0	9836	0	0	SW	3209.680304	3097.913043	9.084678153	0.992682432	0.91196322	1924	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150248	0	99	0	0	9904	0	0	SW	2637.213463	2624.901316	9.321170685	0.994938863	0.929685202	1776	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150249	0	126	0	0	9949	0	0	SW	2597.43664	2438.738351	8.484673668	0.99227657	0.929831439	1519	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150251	0	133	0	0	9901	0	0	SW	2307.442088	2195.158416	8.137578296	0.990806216	0.940066484	1261	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150253	0	143	0	0	9820	0	0	SW	2796.642916	2791.775472	8.964780684	0.993330611	0.924882168	1672	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150255	1	133	0.00752	156	10016	0.01558	9	SW	2111.173814	2144.887805	8.581870632	0.99237743	0.944781079	1355	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150257	0	80	0	0	10136	0	0	SW	1414.609982	1652.556452	6.320528759	0.962936722	0.965937927	656	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150258	0	154	0	0	8908	0	0	SW	2036.363881	2045.846983	8.929961674	0.994615544	0.939731159	1391	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150259	2	121	0.01653	125	9868	0.01267	9	SW	2310.913238	2268.912	8.513513441	0.991644546	0.938033141	1463	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150260	0	116	0	0	9803	0	0	SW	2783.966863	2785.527961	8.989296451	0.992139634	0.922865014	1769	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150261	1	88	0.01136	19	10150	0.00187	2	SW	1274.616837	1370.632813	6.315950209	0.963789634	0.969844833	612	PRJNA360358	SRP096164	26	51.85	2.99
SRR5150265	0	126	0	0	10002	0	0	SW	2206.211209	2090.314607	8.887875956	0.994957879	0.943086251	1456	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150267	0	116	0	0	9832	0	0	SW	2388.243884	2437.557604	8.619465781	0.992819141	0.935989038	1444	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150268	0	136	0	0	9963	0	0	SW	2676.333933	2698.53139	8.746976851	0.993194454	0.929214803	1518	PRJNA360358	SRP096164	6	51.23	2.93
SRR5150270	0	114	0	0	9940	0	0	SW	2225.144167	2175.65311	8.409137921	0.991690408	0.941659337	1323	PRJNA360358	SRP096164	6	51.23	2.93
